Regulators	Fiber	RegulatorSize	FiberSize	Synchronization	numberOfConditions	meanPvalue	MeanCorrelation	MeanRegulatorCorrelation
	ykcC; bglS; dnaA; frlD; spoIIIAF; malK; ybzI; opuAB	0	8	0	269	NA	-0.0310278874208379	-1
vmlR	yfkS; ahpF; pucA; yczO; yoqI; bshB1; yhdN; yotD; yxaL; yrzB; murAB; ydeO; ytpB	1	13	0	269	NA	0.0168399974595282	0.0669760534764834
gapB	iolI; deoR; yqeL	1	3	0	269	NA	0.0771499188857819	0.0151889526306449
ywqH; rbfA	aag; ydhU/2; pstA; ysmB; xlyA; cheW; yceH; sacP; yorX; ycxD; yacC; pucD	2	12	0	269	NA	0.0664395391119614	-0.0696303933858396
	araM; spsA; nifS; mreB; ycgF; sdaAB; yfnE	0	7	0	269	NA	-0.0786178115839222	-1
	yacC; ywdE; yuzN; yrzI; ylaG; satA; yqxH; yuiA; yjzE; yscB; levE; gltB; yisZ	0	13	0	269	NA	-0.0353314628580446	-1
yvmA; tagH; ytaB	yocH; ydbS; acuC	3	3	0	269	NA	-0.213388283622857	-0.0567001148114843
yxzG	yukE; yhzG; ytrE; yfjM; bacG; ydzW/7; murC; ykrA; tagE; ykvR; yaaJ; yufS	1	12	0	269	NA	0.0252925057697642	0.109808074427859
yolC	yteA; ydzT/4; yfkR; ydcS; yflT; ytlA	1	6	0	269	NA	0.0929940491562418	0.149247357675907
yjcL	araP; rlmCD; rpsC; ycsN; purS; ywzF; xkdT; epsB; clpE; spsJ; yhcX; sigG; yitZ; spoIIIAF; pbpE; yrpG; ydiP	1	17	0	269	NA	-0.00965112213801491	-0.0432588744158689
upp; fabHA; yyzI	mtlF; ysmB; yxeA; ykkE; purM; comGG; yusS	3	7	0	269	NA	0.0465872334165829	0.170318206994422
ysfB	helD; ywmD; yfiG; dnaI; plsY; pxpA; aldY	1	7	0	269	NA	0.00174764973383109	0.136597853680867
yusS; gyrB	ywcE; ycbG; menH; ycbF; pgi; spsG; rsbRB; yosM; spoVAA; yvzA; yetO; lplA; yoaW; ymcC	2	14	0	269	NA	-0.017837641558447	0.0408422068546115
yloC; pstA; ywoB	ypbE; murP; azoR1; drm; ywlA; yjdB; yrvJ; mmgA; ydjB; cwlO; tatAY; levF	3	12	0	269	NA	-0.0348851939485323	0.0394098775324077
rsbRC; yjmB	ywbE; yfjT; cotY; ywoF; tlpA; tsaE; ysxE; ydjH; yezE; ilvA; hprT; yphE; yhjP; trpD; iolD; yesM; thiT; yxaD; miaA; rapD; bacE; phrA	2	22	0	269	NA	-0.00126085303306291	-0.00997301138858712
yabM	yabR; gbsB; sunA; yqdA; ybfN; ywfA; yvaK	1	7	0	269	NA	-0.00301325480128476	0.139064222068193
adeC	psdB; araP; bsaA; tagE; yqjP; ytmA; kdgR	1	7	0	269	NA	0.072640108046906	0.239348448186606
yrrI	yitA; spoVAEB; ywmE; ruvA; yjcA; gerAA	1	6	0	269	NA	0.299392971298288	0.581349705445399
yetN	sdaAB; yodP; yukD; ytbD; spoIVFA; yufK; ykkC; ampS; rapE; yvdA; yxxD; coiA	1	12	0	269	NA	-0.0166078655219359	0.10643171632799
yfhS; yabB	etfA; yetA; mmgD; comEA; yrhO; yueB; truA; ytzL; sat; yybM; yfkC; albC; yaaI; yxlC; ydeL	2	15	0	269	NA	-0.0381920517465855	-0.0198305852348334
	ysxD; bmrB; yraI; yrzE; malR; yopU	0	6	0	269	NA	-0.0501535692715852	-1
sipU	dinG; yfhD; argF; yvdC; yeeF; yonF; floT; ilvC; yvfU; araM; pucG; yheE; ykrA	1	13	0	269	NA	0.00363421632746846	-0.0262516190534275
	ythA; yoqY; yxjM; oppC; acoL; rbsR; fin; yabN; yosK; refZ; ymfK/1; rnz; spoIVA; tuaG; hutH; araD; pksA; yitB; yyaB; dltB	0	20	0	269	NA	0.0092790818599816	-1
ydcA; yczL; remB	conB; yhcX; yncE; serB; degQ; mta; citR; qoxB; yqjD; fmt; ywjB; ydgI; yvcA; ctc; yxxF; ykzV; moaB; yhcI; oppC; yxcD; malL; ycdF	3	22	0	269	NA	0.103423135594767	0.0220091378275151
amyC	ylmC; yhjQ; glnH; ylaM; yorF; ypjC; ydfQ; yutC; coiA; gbsA; yxeQ	1	11	0	269	NA	0.00928636840312502	0.0492701309750565
yrzO	fadM; yybS; yfjP; antE; spoVFA; yxkC; argF; yoyA; maa; amiE; yhcV; ymaF; ywcJ; ansR	1	14	0	269	NA	-0.0399241317905335	-0.0611767535002442
	bacD; yotH; ywrJ; ydhC; yobV; liaS; fbpB; ydzV; menC; argS; ykzT; xkdU; spo0B; ytcB; sigD; yurS; yrrI	0	17	0	269	NA	-0.00860245534761517	-1
sapB	ydgA; yjbA; ruvB; ypbH; tagC; ypiF; yqiH; gmuB; yozQ; xlyB; bioA; glnA; yotB; penP; yrzO; ydaC; speE; ylbI; map; speD; ypfB; yheN	1	22	0	269	NA	-0.017666615062261	0.0384688904893883
ybdG; ffh	pamR; ywlB; ytjP	2	3	0	269	NA	-0.0356893201208509	-0.0106879843452948
ywiC; mta	recX; yneN; spsA; yfjM; flgK; yfnH; yciC; ykwC; yojB; steT; dtpT; iolQ; sigX; cotJC; ywlF; cmoJ; yomG; yqbT; yacD; yddR; dacB	2	21	0	269	NA	-0.00267452945099778	0.0789941691970391
ytoA; sinI; xhlA	degV; opuCC; yydB; yqhS; mbl; ykoG; folE; yhfQ; yqeW; immA; cysS; murR; alsR; ccpC; ynaG; etfB; comP; glcP; ynzK; ybfK; ypuA	3	21	0	269	NA	0.0297906242944642	-0.0282653968931183
yisP	ppsB; yjcF; yqhL; mifM; yceB; yosX; kinD; sacX; yjzF; yhgB; yncC; ypbF; cgeD; yisQ; yutJ; yqjF; ydcO; spoIISB; cheR; ylaM	1	20	0	269	NA	0.0181647351946199	0.147035327119047
xynC; rpsM; ywdJ	yfnF; lytC; mtnU; yaaA; ykzC; spoVAB; ycgB; cpgA; glnA; yxaH	3	10	0	269	NA	0.0527046068950208	0.0485251818848196
dynA; cysL; ywdK	yxeF; yozJ; ymzA; mcsA; cheV; ybxA; mntH; ykgB; kre; ybgF	3	10	0	269	NA	0.0385021817784067	0.172510868912894
ydiL; ybcF; natB	yydG; ywaA; arsR; plsY; fapR; gerQ; sspJ; xkdF; ydiO; cysE; yonX; ywzC; stoA; yokE; yhzD	3	15	0	269	NA	-0.0333568438776162	0.0541826383737075
	yqzN; ylaA; sndC	0	3	0	269	NA	-0.229132608106014	-1
yceD; yneR	leuS; rplE; cwlD; yqiI; ydjM; yvlC; yhcR	2	7	0	269	NA	-0.0890309743290135	0.0464788913565029
yfhB; aroH; argC	ydhE; psd; yqiG; yjkB; rbfA; yqgN; cccB; yoqL; argB; frlN; sdpR; adaB; ykfD; cstA; yubA; yfjP; recF; ydiG	3	18	0	269	NA	0.0199589369441935	-0.0223022244167732
	fra; bacG; mhqO; msmE; alsT; yuzD; nrdE; yopI; ygaE; ytoQ; yjcO; nth	0	12	0	269	NA	0.10034902055754	-1
	xkdJ; yokL; argC; spmB; yxaB; gatC; gerPC; pdeH; rodZ; ywzB; ysxC; mtnU; flhP; yvrO; ywlA	0	15	0	269	NA	0.0281200099839658	-1
	yteJ; yqcK; nrdE; ytlA; yfhC; ponA; yrkP; yciB; cshA; spoIIT; yydB; hemZ; ohrB; ysxE; pgpH; hisG; rapE; ythA; conB; ybbA; fpbP	0	21	0	269	NA	-0.00284315692552754	-1
yqcC	yhaM; mrpB; ytlQ; yktB; yokC; ytzG; ydeS; ptsI; ymzB; yqzF; spoIIIL	1	11	0	269	NA	0.045982922273714	0.0187340562192519
ykcC	yobK; csaA; ypuB; yheA; ykrA; atpD; ywbE; yngG; fliP; yjzF; recG; ynaB; yjdG; proS; ytkA; thiU; yycB; yflH; ydgF; int; ykuE; yhcW; rnjB	1	23	0	269	NA	0.0280107204221084	0.131958762886807
cysP; spoVB; pksG	ycgR; trmB; yxjI; yutH	3	4	0	269	NA	-0.0888020075990116	-0.0614072193034473
sacY	yvkC; aprX; opuBA; xhlA; ribH; yvgJ; yacF; ykzL; levB; sfp/1; levD; pksC; proH	1	13	0	269	NA	0.0202111278063292	0.162426191790535
ykoX; yoqA; yceK	atpI; yitT; ypeP; yrrO; asd; yxiJ; lexA; yngE; rpoC; xepA; yczG; ythP; cmoI; ywnA; abn2; yqaR	3	16	0	269	NA	-0.0317245230150282	0.00194062024150155
	secA; fruK; gltC	0	3	0	269	NA	0.0617342739746692	-1
rapE	yukE; bmr; comGF; tatCD; psdB; pgm; phrC; ytvA; qcrB	1	9	0	269	NA	-0.00857824145870838	0.0427120562056034
rocB	cpgA; ydfJ; cwlP; yfhD; hepT; manR; ytoA; ycxA; yhdL; ywqG; dltD; sigX; tuaA/1; yraI; mcpB; ssuA; sunA; yjkB	1	18	0	269	NA	0.0445486339963099	0.0848255657401917
	spoVT; yorX; yqbO; yosR; spoIID; spoVR; ylaM; ybaC; gerD; rhiN; fliI; dctB; yitH; sepF; ykoJ; ylbB; snaA	0	17	0	269	NA	0.0040027506621787	-1
ydjG; tagG	yknU; yoqN	2	2	0	269	NA	-0.129783242985978	-0.124291048058947
yopL	leuA; yugM; sbcD; spoIVB; pbpX	1	5	0	269	NA	-0.20520665594718	0.033812012363067
rplV; pbpC; yuxL	ydiS; yjhB	3	2	0	269	NA	0.131408351363968	0.238766265945422
yuiF; yjdB	uppP; yhfW; ynzB; fliE	2	4	0	269	NA	-0.215350201374107	-0.109000874907974
	ylmD; pucK; alsD; yqjM; yvgJ; yqiD; gerBC; xkdK; sspA; pgi; appC; yoaH; yneF; argH; yuzC	0	15	0	269	NA	-0.0387001441064532	-1
mntB; glcU	gerPA; cysI; etfA; yrrI; yybH; secY	2	6	0	269	NA	-0.0782385631874815	0.0750724657349639
cotZ; pksN; pnbA	yczH; gcvT; tgt; yjcF; yjcP; sacB; thiG; trmR; yndA; ispD; tatAC	3	11	0	269	NA	-0.0475083366385439	0.0293612282592862
gpr	ypiB; ylaJ; ykcB; yqbF; yobV; yflL; yknV; trxB; ytrD; yomE; ydaC; yetA; scpB; sufU; yjbI; ypqA; ydiP; bltD; ylbI; mstX; yoqK	1	21	0	269	NA	0.0515411934160638	-0.12632772898595
	yfhP; ypzJ; spoVR; ybbC; bsdD; ywoH; yjbQ; ykuQ; ycgT; ypqA; yukC; yhcB; glpF; fadG; ypmA; opuBC; yerH; ywkF; pabA; apt; parE	0	21	0	269	NA	0.0451239433346971	-1
patA; yobV	pksN; pyk; yutI; ndk; tenI; yobR	2	6	0	269	NA	0.0416128157696896	0.00214082968348352
cotJB	yomZ; yaaN; oppB; proG; yosB; yecA; gudB; ureB; ydzO; yqgX; pdhA; bltD; xhlA; sul; pstS; appB; iolX; yxxB; yomP	1	19	0	269	NA	0.114691694608752	-0.339153560584847
	yqxC; pgcM; ywhH; yheE; levE; gcaD; yfjO; yomZ; kimA; atpC; yueI; spoIID; yqjB; alsD	0	14	0	269	NA	0.0119717959361276	-1
	yqhL; yndE; yerD; exuR; yvlC; phrK	0	6	0	269	NA	-0.0785374043427282	-1
	fliR; hmoB; trpP; ywbI; yjcM; sivC; ywnG; yxaH; yxeA; yjdJ; bdbA; yxeB	0	12	0	269	NA	0.0556775868546189	-1
	ydgJ; yuzM; greA; ygzC; yfjM; yerB; yoeC; yabM; yisY; queF; ydjB; liaI; ywcJ; glmR; ywjC; yitF; exuT; ylaC; yoaQ; yobU	0	20	0	269	NA	0.0304036473842317	-1
pbuE; cimH; rpsQ	fliH; yjdF; yrrB; yvfU; yxaM; dppB; spoVG; yqfU; acpA; yvmC; manA; ysmB	3	12	0	269	NA	0.0575175930656936	0.0999287610332205
	yaaO; tcyA; ybxG; leuD; yxiC; sigL; yjbO; yknY; cca; albB; abn2; yqaJ; yqaD; ypdP; yhfC	0	15	0	269	NA	0.0071551245375064	-1
amyX; ybfP; xynA	amyD; ykzQ; ymfI; ykrP; yqgO; yocC; yphC; msmR; dgcK	3	9	0	269	NA	0.0113018938892997	-0.0346799887880581
resA; cgeA; exoA	mrfA; yomV; yxeM; trpB; yxiB	3	5	0	269	NA	0.114866961876458	-0.034745748739013
	cotR; plsC; ptkA; mutSB; yrhC; ylbD; ydhJ; gerD; ykoA; ywqA; glyA; ssuC; spo0A; yrdF; yopP; clsA; yybM; ylxX; yhcB; pcp; fliL; yyaC	0	22	0	269	NA	-0.00273306284897249	-1
yxxF; rok; yuxJ	msmR; yuiE; yclI; yhjQ; yorN; yfhO; yphC; acoA; comFA; proS	3	10	0	269	NA	-0.0350073748764511	0.0793233525209637
fliT; yosD; yoqA	pbpA; purL; yfzA; groEL	3	4	0	269	NA	-0.141424129736549	0.2894384582118
bltR; fluC	yqjP; folE2; ywcA; yxaA; yvdK; opuCA; yerD; fluC; yneK; cotJB	2	10	0	269	NA	-0.0267222251280112	-0.148562439994835
pyrAB	rapI; ydhU/1; ycgS; gmuE; tmcAL; ywqO; ispH	1	7	0	269	NA	0.0198286202257896	-0.116291880971542
yuzK; yphE	addB; gapA; alaT; ynzI; yrzM; pycA; levG; ywbO; floA; yitP; yxiD; yjmD	2	12	0	269	NA	0.0316042688218391	0.0405420855872685
aroK; yozP	yitL; yosF; fruC; yabM; ygxB; yoaP; ywrF; yopY; ybzH; ynaG; tlp; ypjP; rplX	2	13	0	269	NA	0.00559495012812681	-0.049532694455868
ydbA	citH; efeO; yqaM; remA; yfiG; yrzA; lytB; plsC; yjzI; yxkC; lytE; glpK; znuA; yuaI; yrvO; dltE; bioI; cymR; mrpE; yutC	1	20	0	269	NA	0.019884467051966	0.173371932706689
motA	yoqE; yebE; yqfW; yjzF; yqxG; rplX; csbX; yqaH; yvbH; yvrE; tagG; ydzW/3; pelC; coaX; yxaK; yheA; ypmT; yhcS; yqhB; yqxC	1	20	0	269	NA	0.0616699862465488	0.0693527207826089
ywbG; ylaI	comEC; yjzI; ytpI; folE; truB; pgm; yojW; yabG; yfhF; yqhV	2	10	0	269	NA	-0.0371938928726123	0.0944965710311984
yhxC	ysnA; serS; yfhE; yoaW; ftsA; ytkP; ykoX; ywaF; epsN; addA; racE	1	11	0	269	NA	-0.0338500080439367	-0.115922155056567
tenI; bioF	yhdC; yabJ; ypbD; yddS; frlR; rpsB; bstA; dltC; pbpA; rapF; gerPE; murG; yitR; ptsI; aspB; yxjN; yscB	2	17	0	269	NA	0.0678197644631665	0.0848464134030995
sndC; yhdN	dppB; ypuF; yotI; sigI; yddJ; pstBA; bpr; yqiI; dapB; fadG; yrkH; pksH; ymzA; folB; kinD	2	15	0	269	NA	0.0175399977741419	0.0586952578789452
	yvzI; ytmB; pucM; ydzU; fabF; spoVE; pucK; papA; yxiK; ylbQ; bstD; rpmI; cgeE; yobN; cotY; glyA; ymaB; dppC; mobB; ylyB	0	20	0	269	NA	0.065980724097237	-1
tlpB; ypjB; yisI	gerKD; ydeL; ycdA; ywrJ; ytaP; ydaP; yozL; metQ	3	8	0	269	NA	-0.0603706378927742	-0.0308312875870725
ydzQ; ydeD	yonI; pcp; yqcB; yqgQ	2	4	0	269	NA	0.172258625561787	0.257334354996985
ydjO; yitU	yvrHb; bsaA; yxeC; yjzE; rplS; yoaV; cgeC; dacC; ybaF; yoyD; hemD; dnaX; nsrR; ycnB; yabP; yorZ; gerAB; citR; rplA; glpT; yxaM; pucM; sknR	2	23	0	269	NA	0.00495067644289081	-0.035777171308128
ytrD; yfkR; thiT	yxiT/1; yycC; noc; psd; polX; iolR	3	6	0	269	NA	0.26573757137416	-0.0607375780034616
alsS; mscL	yueE; disA; cwlD; spoIIQ; abrB; yodB; yfhF; yfjP; yezB; mntH; yugN; yjbC; nagA; appA/1; yrhO; yozQ; yvlC	2	17	0	269	NA	0.0629840243154542	-0.0476263510569005
natA; mlpA	ydjI; ymfH; yrhC; yqaS; ispD; yomK; yfnG; khtU; yhcS; yjcL; yqgL; levE; yefB; uppS; ypbE; rpsR; spsJ; yeeF	2	18	0	269	NA	-0.0225786042823077	-0.0409130478174416
	bioW; rapJ; yvfT; ahpT; folD; alr; yodH; spoVFB; spoVAA; ypiP	0	10	0	269	NA	-0.0667353816067232	-1
	fadN; cotE; ykzT; uvrX; yxlC; yfjM; ypbE; ybeC; yocB	0	9	0	269	NA	-0.0485955297306036	-1
purE; bacG; gdh	divIVA; fliL; yloS; malP; fhuG; xynC; zur; ywhH; gatB; ylaD; yyaC; yunF	3	12	0	269	NA	-0.00974363646915319	-0.0705765491254617
yurZ; ywzB; flgC	mntC; gsaB; pbpX; uvrA; yddQ; spoIIQ	3	6	0	269	NA	0.0802875860536833	-0.088999422091229
hutM; yonR	pksS; ycnL; licC; yneF; ylbA	2	5	0	269	NA	-0.109434586468056	0.00147839771526912
	ykwD; ytqB; yfjN; yvdB; yqhO; polC; mraY; ctpA; yfhK; yfiQ; ywrE; comGG; yozX; rex; yxaL; yqkF; ycsG; deoR; srfAA; epsJ	0	20	0	269	NA	-0.00521551220397618	-1
yydD	yshB; menE; lytE; rhaM; tetB; yoaT; gmuC; aroF; sprB; bioW	1	10	0	269	NA	-0.0141662830986974	0.110423408802036
	khtT; yoqK; ebrA; purD	0	4	0	269	NA	-0.0999048988631735	-1
ydaE; ytbQ; ylqH	yxbC; ruvA; rplO; rpmA; nrgB; fliM; mrpB; nasF; era; yacL; epsK; yopG; rpmC; gmuD; ykuI; bioF; yorL; yqcE; yesE; msmR; nusA; plsX	3	22	0	269	NA	0.0582680090338636	0.0760082646991991
	yvrHb; gmk; yozM; acpS; ywmA; yhdR; fadN; cggR; tsaE; glpX	0	10	0	269	NA	0.0254758731894738	-1
katA; sndB	arsR; lplA; ymfK/2; yusS; yxcE; ypsA; spoIVB; yqeC; yteJ; spoIIB; nrgB; cheD; bceS	2	13	0	269	NA	0.0132906630648518	0.0271234476401658
hemH	ylmC; yngHB; yvbH; ykuR; ydaK; sdpA; yjcF; trpS; mgsR; yerB; tlpC; yycR	1	12	0	269	NA	-0.00814811811392748	-0.0603566610449196
blyA; citM	ycxB; ykwD; yvmA; yitL; yuzK; yhxC; yyzO; yoqC; yoaI; mtrA; glnR; yxiD; glyS; cotD; cah; prkD; ytlP; ydfR; yxiS	2	19	0	269	NA	0.0345558531925081	0.00553040937941116
	bsaA; yxiK; yxlA; rplX; yfhM; tnrA; yukC; spoVD; yhcO; yfmB; ssuD; menE; ydgG; ywqA	0	14	0	269	NA	-0.0108595347990684	-1
	padR; efeO; yebC; yfjR	0	4	0	269	NA	0.0882958694318315	-1
asnB; ykoG; atpG	yxeN; pxpC; yfnF; deaD; spoVAEA; ycgF; ywcH; fruC; ycdA; penP; yjdA; phy; ydeG; frlN	3	14	0	269	NA	-0.0352258159607675	0.0702190937814011
yxaD; yjjA	mtlR; ypjP; spoVK; yraG; ydbK	2	5	0	269	NA	-0.169373085590045	0.0125838537180415
abbA	purB; ywiE; yteS; ytwF; ykuN; yxkF; yjjA	1	7	0	269	NA	-0.0145903165085391	-0.119072619546046
degQ; nupN	albD; citA; ctc; folB; ydaJ; iolF; rsbQ; ydeK; sspH; yraK; yrkJ; yuiA; yaaT; yyzF; yobJ	2	15	0	269	NA	0.0305549735366838	-0.0567780668746061
tlpC; ymdB	minD; yybS; bstG; aldX; citG; glnL; gcvH; yokD; ylmC; yugT; des; purA; maf; racE; ypqP; copA; ylyA; ssuB; ysdA; ydgB; ybcI; adk; acuC	2	23	0	269	NA	0.00125754017855274	0.121946825138342
yisN; pucE	yqhG; cwlS; citG; rplO; ydzW/7; yqeH; ymfK/2; ywfA; skfG; yfnI; gltA; ywlB; yoqY; yvzI; polA; ydaL; thrR	2	17	0	269	NA	0.0151249177276052	-0.0886360766360196
	ydbS; des; folD; yycQ; trpD; sivA	0	6	0	269	NA	-0.0708714752908961	-1
yqhP	yorD; lepA; yvaQ; yheE; yolA; ywlB; snaB; ywrK; hutG; yqaD; queG; med; cgeB; tagD	1	14	0	269	NA	-0.0314615609446306	-0.0138299474740275
